Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
"A rapid response team deployed from the Department of Livestock Services slaughtered over 2,985 layer chickens following the confirmation of bird flu virus in the chickens of a poultry farm in Bhaktapur district— by @dadathoak ",flu,"a rapid response team deployed from the department of livestock services slaughtered over 2,985 layer chickens following the confirmation of bird flu virus in the chickens of a poultry farm in bhaktapur district— by @dadathoak ","rapid response team deployed department livestock services slaughtered 2,985 layer chickens following confirmation bird flu virus chickens poultry farm bhaktapur district— @ dadathoak"
Bird flu detected in Taltalaiya children park  ,flu,bird flu detected in taltalaiya children park  ,bird flu detected taltalaiya children park
"Besides Covid, swine flu and Hong Kong flu are also spreading in Nepal Doctors advise administering flu shots to elderly people and children at the earliest.  — by @arjunpoudeltkp",flu,"besides covid, swine flu and hong kong flu are also spreading in nepal doctors advise administering flu shots to elderly people and children at the earliest.  — by @arjunpoudeltkp","besides covid , swine flu hong kong flu also spreading nepal doctors advise administering flu shots elderly people children earliest . — @ arjunpoudeltkp"
Jajarkot deaths linked to swine flu; Three of 10 samples test positive for A H1N1  ,flu,jajarkot deaths linked to swine flu; three of 10 samples test positive for a h1n1  ,jajarkot deaths linked swine flu ; three 10 samples test positive h1n1
The Kanchanrup Municipality has been declared a disaster-hit zone after many people were found infected with the Swine Flu and Hong Kong Flu virus. ,flu,the kanchanrup municipality has been declared a disaster-hit zone after many people were found infected with the swine flu and hong kong flu virus. ,kanchanrup municipality declared disaster-hit zone many people found infected swine flu hong kong flu virus .
UML politburo member Dhakal catches swine flu ,flu,uml politburo member dhakal catches swine flu ,uml politburo member dhakal catches swine flu
"Along with Covid, swine flu and Hong Kong flu spreading in communities At least 350 cases of swine flu and 329 cases of Hong Kong flu were recorded in 2022.  — by @arjunpoudeltkp",flu,"along with covid, swine flu and hong kong flu spreading in communities at least 350 cases of swine flu and 329 cases of hong kong flu were recorded in 2022.  — by @arjunpoudeltkp","along covid , swine flu hong kong flu spreading communities least 350 cases swine flu 329 cases hong kong flu recorded 2022 . — @ arjunpoudeltkp"
"A week after 56 people were found to be infected, contact tracing has yet to begin. Winter brings seasonal flu, which has symptoms similar to Covid-19 and people may not be aware that they are carrying the coronavirus.  — by @arjunpoudeltkp",flu,"a week after 56 people were found to be infected, contact tracing has yet to begin. winter brings seasonal flu, which has symptoms similar to covid-19 and people may not be aware that they are carrying the coronavirus.  — by @arjunpoudeltkp","week 56 people found infected , contact tracing yet begin . winter brings seasonal flu , symptoms similar covid-19 people may aware carrying coronavirus . — @ arjunpoudeltkp"
Jajarkot samples test positive for Swin flu  ,flu,jajarkot samples test positive for swin flu  ,jajarkot samples test positive swin flu
Swine flu outbreak: Health desks set up at border points  ,flu,swine flu outbreak: health desks set up at border points  ,swine flu outbreak : health desks set border points
Bird flu has been detected in two poultry farms at Tarkeshwar Municipality in Kathmandu. ,flu,bird flu has been detected in two poultry farms at tarkeshwar municipality in kathmandu. ,bird flu detected two poultry farms tarkeshwar municipality kathmandu .
The Epidemiology and Disease Control Division has collected specimens of 179 people who came in contact with a man who died from bird flu virus (H5N1).  — by @arjunpoudeltkp,flu,the epidemiology and disease control division has collected specimens of 179 people who came in contact with a man who died from bird flu virus (h5n1).  — by @arjunpoudeltkp,epidemiology disease control division collected specimens 179 people came contact man died bird flu virus ( h5n1 ) . — @ arjunpoudeltkp
"Narayani Hospital without lab kits to test swine flu (Influenza ‘A’ H1N1),making diagnosis of the disease difficult ",flu,"narayani hospital without lab kits to test swine flu (influenza ‘a’ h1n1),making diagnosis of the disease difficult ","narayani hospital without lab kits test swine flu ( influenza ‘ ’ h1n1 ) , making diagnosis disease difficult"
"Test results of all specimens collected from the people who came in contact with a man who died of H5N1 virus (bird flu) have returned negative, according to the Epidemiology and Disease Control Division.  — by @arjunpoudeltkp",flu,"test results of all specimens collected from the people who came in contact with a man who died of h5n1 virus (bird flu) have returned negative, according to the epidemiology and disease control division.  — by @arjunpoudeltkp","test results specimens collected people came contact man died h5n1 virus ( bird flu ) returned negative , according epidemiology disease control division . — @ arjunpoudeltkp"
Bird flu detected in Chitwan #KathmanduPost ,flu,bird flu detected in chitwan #kathmandupost ,bird flu detected chitwan # kathmandupost
309 infected with swine flu in Chitwan #KathmanduPost  ,flu,309 infected with swine flu in chitwan #kathmandupost  ,309 infected swine flu chitwan # kathmandupost
Five new cases of swine flu (Influenza ‘A’ H1N1) have been identified in Waling of Syangja #KathmanduPost ,flu,five new cases of swine flu (influenza ‘a’ h1n1) have been identified in waling of syangja #kathmandupost ,five new cases swine flu ( influenza ‘ ’ h1n1 ) identified waling syangja # kathmandupost
Bird flu has been detected in two poultry farms at Tarkeshwar Municipality in Kathmandu ,flu,bird flu has been detected in two poultry farms at tarkeshwar municipality in kathmandu ,bird flu detected two poultry farms tarkeshwar municipality kathmandu
#Flu-like disease kills 16 in two weeks in #Humla ,flu,#flu-like disease kills 16 in two weeks in #humla ,# flu-like disease kills 16 two weeks # humla
H1N1 virus claims its first victim; patient diagnosed with Swine flu dies in Kathmandu. ,flu,h1n1 virus claims its first victim; patient diagnosed with swine flu dies in kathmandu. ,h1n1 virus claims first victim ; patient diagnosed swine flu dies kathmandu .
Docs: Swine flu cause of Jajarkot deaths; 8 samples test positive for H1N1  ,flu,docs: swine flu cause of jajarkot deaths; 8 samples test positive for h1n1  ,docs : swine flu cause jajarkot deaths ; 8 samples test positive h1n1
"#EDITORIAL Swine flu alert: With a regional outbreak of an old virus strain, Nepal should take preventive steps ",flu,"#editorial swine flu alert: with a regional outbreak of an old virus strain, nepal should take preventive steps ","# editorial swine flu alert : regional outbreak old virus strain , nepal take preventive steps"
